Origin;Ship to Country code;Ship to simplified postcode 2 digits;Minimum;<=50kg;<=100kg;<=200;<=400;<=800;<=1500;<=5000;<=10000;<=15000;FTL;Carrier Leadtime in working days;Custom Clearance;DG Surcharge per shipment;Distance
CH04;RO;10;113.52;283.542;191.1952;102.3744;58.6864;44.1868;41.022;25.714;25.7656;25.9032;4656.04;5;36;0;1887.830846
FR01;HR;31;115.52;310.7032;176.6696;106.3544;69.692;54.2792;49.4;30.8408;23.1192;22.0248;4228.64;5;0;0;1138.625197
FR01;IT;20;56.8;227.342;98.69;41.038;34.364;28.826;25.844;21.016;18.176;16.046;2124.32;2;0;0;281.7516353
CH00;PT;37;75.36;340.1876;136.8883;59.4873;52.8462;37.8527;34.4772;35.9216;36.2827;30.8505;6245.46;5;38;0;1595.038759
CH00;FR;80;38.87;191.9502;83.2156;61.0428;57.9501;54.4856;45.2075;24.5726;9.1091;6.253;1948.57;1;39;0;603.7489819
CH01;ES;43;87.98;248.253;109.0786;50.7794;32.6854;16.3178;12.5662;12.0184;10.8564;8.3996;2058.4;2;38;0;827.4576329
CH00;DE;66;13.5;64.8405;65.907;40.527;31.0905;20.277;15.6195;13.3515;11.5425;9.9495;1830.6;1;32;0;434.4657245
CH00;GR;19;41.89;121.2254;62.1534;34.8255;22.6916;17.8778;18.0979;18.9996;21.9035;18.034;2881.18;5;33;0;2072.003838
CH00;IT;43;47;191.572;96.4816;27.918;20.1724;14.1564;14.4196;17.5404;20.9056;19.3076;2885.8;3;38;0;436.2058332
CH00;FR;94;40.25;198.765;86.17;63.21;60.0075;56.42;46.8125;25.445;9.4325;6.475;2017.75;1;39;0;478.708245
CH00;PT;26;96;433.36;174.38;75.78;67.32;48.22;43.92;45.76;46.22;39.3;7956;5;38;0;1805.88559
CH00;NL;52;30.97;142.1849;74.7681;52.8446;24.0751;13.8387;11.2633;16.3978;17.7507;14.1647;2748.18;2;38;0;739.903678
CH00;FR;57;21.85;107.901;46.778;34.314;32.5755;30.628;25.4125;13.813;5.1205;3.515;1095.35;1;39;0;386.4456028
CH00;IT;37;43.75;178.325;89.81;25.9875;18.7775;13.1775;13.4225;16.3275;19.46;17.9725;2686.25;3;38;0;481.3275997
CH00;IT;60;49.5;201.762;101.6136;29.403;21.2454;14.9094;15.1866;18.4734;22.0176;20.3346;3039.3;4;38;0;772.5115258
CH01;IT;48;21.75;88.653;44.6484;12.9195;9.3351;6.5511;6.6729;8.1171;9.6744;8.9349;1335.45;4;38;0;619.2152422
CH01;IT;80;24.75;100.881;50.8068;14.7015;10.6227;7.4547;7.5933;9.2367;11.0088;10.1673;1519.65;5;38;0;1086.126816
CH01;FR;54;17.48;86.3208;37.4224;27.4512;26.0604;24.5024;20.33;11.0504;4.0964;2.812;876.28;2;39;0;345.5972871
CH01;NL;44;11.97;54.9549;28.8981;20.4246;9.3051;5.3487;4.3533;6.3378;6.8607;5.4747;1062.18;2;38;0;734.1761879
CH01;BE;88;30.24;158.3904;61.04;41.8656;20.9776;12.2864;12.2416;13.832;12.7344;11.9728;1929.76;1;42;0;686.5853196
CH00;DK;75;108.58;360.9484;245.4976;168.8508;121.752;77.3588;64.8276;69.0284;44.7136;33.5708;5763.64;4;36;0;1381.627337
CH00;DE;10;22.75;115.5175;104.6675;65.1525;50.4175;34.055;26.2675;21.5775;17.675;15.2425;2752.75;1;32;0;1041.38221
CH00;SE;58;218.08;978.258;339.81;229.5104;157.544;108.4572;90.334;82.25;56.682;42.8076;8345.32;5;36;0;1817.812729
CH00;NL;32;36.67;168.3539;88.5291;62.5706;28.5061;16.3857;13.3363;19.4158;21.0177;16.7717;3253.98;2;38;0;769.2169404
CH00;IT;03;48.25;196.667;99.0476;28.6605;20.7089;14.5329;14.8031;18.0069;21.4616;19.8211;2962.55;5;38;0;956.7557906
CH00;FR;67;32.2;159.012;68.936;50.568;48.006;45.136;37.45;20.356;7.546;5.18;1614.2;2;39;0;355.9313204
CH00;AT;12;40.7;220.792;92.774;42.592;29.656;21.67;20.834;17.732;17.039;14.432;1615.9;2;36;0;983.8634822
CH00;HR;42;57.95;137.655;86.3265;47.4905;26.087;18.677;18.107;13.053;12.312;12.369;2546;5;88;0;953.6835568
CH00;HR;10;76.45;169.0101;119.8319;61.6465;31.9839;22.6431;23.0323;17.4445;15.9016;16.2908;3294.3;5;88;0;933.8385974
CH01;LV;10;272.44;755.482;402.2312;210.1708;119.5404;81.046;73.1864;52.2536;47.8436;47.1184;8831.76;6;77;0;2060.397219
FR01;ES;28;131.32;403.368;163.268;86.24;64.288;44.1;35.476;25.088;16.464;12.348;2377.48;3;0;0;1234.882876
FR01;FR;64;58.52;263.802;103.95;75.922;72.072;67.76;56.21;30.492;11.242;7.7;1740.2;3;0;0;763.1329932
CH01;HU;90;69.6;158.2675;100.63;55.2885;28.565;21.8515;21.4745;13.369;12.4265;14.239;2929;4;36;0;1091.362517
CH01;HU;84;40.32;91.686;58.296;32.0292;16.548;12.6588;12.4404;7.7448;6.3;8.2488;1696.8;4;36;0;1072.404022
CH00;NL;36;19.95;91.5915;48.1635;34.041;15.5085;8.9145;7.2555;10.563;11.4345;9.1245;1770.3;2;38;0;806.9421791
CH00;DE;06;15.6;79.212;71.772;44.676;34.572;23.352;18.012;14.796;12.12;10.452;1887.6;1;32;0;885.4727041
CH00;FR;04;27.37;135.1602;58.5956;42.9828;40.8051;38.3656;31.8325;17.3026;6.4141;4.403;1372.07;2;39;0;289.4843674
CH00;IT;27;38.25;155.907;78.5196;22.7205;16.4169;11.5209;11.7351;14.2749;17.0136;15.7131;2348.55;2;38;0;322.5498671
CH00;FR;44;32.89;162.4194;70.4132;51.6516;49.0347;46.1032;38.2525;20.7922;7.7077;5.291;1648.79;2;39;0;724.769454
CH00;BE;23;16.2;84.852;32.7;22.428;11.238;6.582;6.558;7.41;6.822;6.414;1033.8;1;42;0;700.2564654
CH00;IT;16;31;126.356;63.6368;18.414;13.3052;9.3372;9.5108;11.5692;13.7888;12.7348;1903.4;4;38;0;374.3985581
CH00;IT;41;13.75;56.045;28.226;8.1675;5.9015;4.1415;4.2185;5.1315;6.116;5.6485;844.25;3;38;0;511.3146702
CH01;ES;24;102.82;290.127;127.4774;59.3446;38.1986;19.0702;14.6858;14.0456;12.6876;9.8164;2405.6;4;38;0;1247.741188
CH01;BE;51;48.87;255.9702;98.645;67.6578;33.9013;19.8557;19.7833;22.3535;20.5797;19.3489;3118.63;1;42;0;580.4756384
CH01;FR;19;36.11;178.3206;77.3068;56.7084;53.8353;50.6168;41.9975;22.8278;8.4623;5.809;1810.21;2;39;0;417.1153451
CH01;DE;30;5.9;28.3377;28.8038;17.7118;13.5877;8.8618;6.8263;5.8351;5.0445;4.3483;800.04;1;32;0;887.7377494
CH01;CH;69;32.4;275.184;64.8;46.62;29.25;17.874;13.626;7.218;8.01;3.852;835.2;1;0;0;270.6621617
FR01;PL;80;42.8;178.7542;76.7404;39.9966;33.8227;29.211;25.7335;21.7959;15.1726;11.3527;1317.17;3;0;0;1539.2268
FR01;DE;42;20.8;86.736;53.68;34.76;28.8;21.984;17.552;12.272;8.264;6.816;1060;1;0;0;696.1609338
CH00;HU;21;65.7;142.3354;96.2724;53.9324;26.8786;19.1698;19.418;12.2056;13.3006;13.4028;2771.08;4;36;0;1238.7169
CH01;RU;17;782.04;2460.4867;1165.5322;582.1543;332.8591;209.9937;130.7789;78.869;59.8367;49.0371;7598.29;11;66;0;2795.3938
FR01;RU;19;719.2;2277.7808;1067.4912;538.8048;314.9352;204.0172;130.3984;77.7852;56.1596;45.6568;6824.96;13;63;0;2663.738674
CH01;FR;50;27.83;137.4318;59.5804;43.7052;41.4909;39.0104;32.3675;17.5934;6.5219;4.477;1395.13;2;39;0;777.9400877
FR01;FR;13;20.9;94.215;37.125;27.115;25.74;24.2;20.075;10.89;4.015;2.75;621.5;1;0;0;367.4839641
CH00;SI;20;119.04;291.2946;171.2316;106.5036;56.7114;39.5808;35.4516;18.0978;20.4786;20.5716;5074.08;4;36;0;893.2688448
CH00;RS;37;171.6;456.001;277.394;160.342;87.243;59.761;53.573;32.682;30.901;30.433;5704.4;6;88;0;1491.977664
CH01;AT;23;72.52;393.4112;165.3064;75.8912;52.8416;38.612;37.1224;31.5952;30.3604;25.7152;2879.24;2;36;0;981.3118107
CH01;BG;22;117;274.677;195.39;101.868;58.4025;41.223;35.1975;23.7705;25.5255;25.4475;4623.45;5;36;0;1692.675033
FR01;HR;10;42.24;110.1568;63.392;35.1744;22.1248;17.6832;16.4288;10.9952;8.0832;7.8144;1413.76;5;0;0;911.7940647
CH01;FR;35;34.04;168.0984;72.8752;53.4576;50.7492;47.7152;39.59;21.5192;7.9772;5.476;1706.44;2;39;0;754.3274412
CH00;CH;50;10.98;93.2568;21.96;15.799;9.9125;6.0573;4.6177;2.4461;2.7145;1.3054;283.04;1;0;0;243.1966451
CH01;NO;16;416.24;1459.7296;662.1656;344.2064;270.7452;143.706;138.0988;91.4696;51.9612;43.7568;8448.64;5;36;0;1793.635397
CH00;NL;38;33.44;153.5248;80.7312;57.0592;25.9952;14.9424;12.1616;17.7056;19.1664;15.2944;2967.36;2;38;0;812.2811879
CH00;FR;62;37.95;187.407;81.246;59.598;56.5785;53.196;44.1375;23.991;8.8935;6.105;1902.45;1;39;0;659.9887411
CH01;NL;49;29.45;135.2065;71.0985;50.251;22.8935;13.1595;10.7105;15.593;16.8795;13.4695;2613.3;2;38;0;739.2023227
CH01;FI;01;617.9;3155.2675;999.2405;601.4535;379.99;263.8285;212.5095;123.0065;57.8865;38.517;8217.7;6;36;0;2417.94485
CH01;FI;21;210.42;1074.4965;340.2819;204.8193;129.402;89.8443;72.3681;41.8887;19.7127;13.1166;2798.46;7;36;0;2308.731012
FR01;AT;46;46.72;160.0379;80.8694;37.6607;34.5801;28.2656;30.3461;24.8784;18.6369;12.4757;1161.43;2;0;0;748.5674839
FR01;PL;62;62;213.2025;120.28;79.422;58.435;41.1835;49.6465;35.4795;24.087;16.4455;1898.75;3;0;0;1319.058317
FR01;NL;85;57.75;240.933;106.0455;75.504;46.332;35.013;28.8255;25.575;20.757;16.137;2707.65;2;0;0;923.3260957
FR01;FR;77;27.36;123.336;48.6;35.496;33.696;31.68;26.28;14.256;5.256;3.6;813.6;1;0;0;472.9831764
FR01;IT;47;48.4;193.721;84.095;34.969;29.282;24.563;22.022;17.908;15.488;13.673;1810.16;4;0;0;631.705548
CH00;PL;75;30.42;130.7943;70.1883;40.5171;29.016;19.9134;18.8019;20.2644;18.0297;11.5479;1476.54;2;33;0;1382.560957
CH01;AT;82;80.36;427.0448;168.756;96.1576;67.0908;54.5468;53.0768;50.3524;42.2184;28.7336;2879.24;2;36;0;921.0082304
CH00;FR;41;44.85;221.481;96.018;70.434;66.8655;62.868;52.1625;28.353;10.5105;7.215;2248.35;2;39;0;476.9992604
CH00;NL;63;12.35;56.6995;29.8155;21.073;9.6005;5.5185;4.4915;6.539;7.0785;5.6485;1095.9;2;38;0;626.5276519
CH00;NL;17;34.58;158.7586;83.4834;59.0044;26.8814;15.4518;12.5762;18.3092;19.8198;15.8158;3068.52;2;38;0;894.4395812
CH01;ES;49;89.04;251.244;110.3928;51.3912;33.0792;16.5144;12.7176;12.1632;10.9872;8.5008;2083.2;4;38;0;1316.779815
CH00;GR;17;63.13;182.6918;93.6678;52.4835;34.1972;26.9426;27.2743;28.6332;33.0095;27.178;4342.06;5;33;0;2079.49435
CH01;CH;86;15.48;131.4768;30.96;22.274;13.975;8.5398;6.5102;3.4486;3.827;1.8404;399.04;1;0;0;290.9575069
CH01;SE;27;97.44;437.094;151.83;102.5472;70.392;48.4596;40.362;36.75;25.326;19.1268;3728.76;5;36;0;1417.828491
CH01;CH;16;23.58;200.2728;47.16;33.929;21.2875;13.0083;9.9167;5.2531;5.8295;2.8034;607.84;1;0;0;100.3131772
FR01;PL;49;77.2;322.4258;138.4196;72.1434;61.0073;52.689;46.4165;39.3141;27.3674;20.4773;2375.83;3;0;0;1185.906445
CH01;PL;87;33.8;145.327;71.149;31.512;24.557;19.851;18.473;20.241;16.757;12.831;1658.8;2;33;0;1443.770448
CH01;CH;60;28.26;240.0216;56.52;40.663;25.5125;15.5901;11.8849;6.2957;6.9865;3.3598;728.48;1;0;0;231.4930004
FR01;FR;33;25.84;116.484;45.9;33.524;31.824;29.92;24.82;13.464;4.964;3.4;768.4;2;0;0;657.3034854
CH00;FR;01;43.47;214.6662;93.0636;68.2668;64.8081;60.9336;50.5575;27.4806;10.1871;6.993;2179.17;1;39;0;67.82402574
FR01;DE;30;17.68;73.7256;45.628;29.546;24.48;18.6864;14.9192;10.4312;7.0244;5.7936;901;1;0;0;899.6532303
FR01;BE;88;26.46;124.74;45.7065;31.8213;20.0844;14.868;13.4316;11.151;8.2152;7.371;1056.51;1;0;0;713.6935581
FR01;DE;74;18.98;79.1466;48.983;31.7185;26.28;20.0604;16.0162;11.1982;7.5409;6.2196;967.25;2;0;0;503.9906451
FR01;DK;26;104.92;543.7418;213.0364;100.2108;101.87;70.1256;66.8072;60.5608;36.722;27.1572;4571.34;8;0;0;1385.453471
CH00;ES;20;58.83;166.0005;72.9381;33.9549;21.8559;10.9113;8.4027;8.0364;7.2594;5.6166;1376.4;3;38;0;888.7216855
CH01;PT;47;89.76;405.1916;163.0453;70.8543;62.9442;45.0857;41.0652;42.7856;43.2157;36.7455;7438.86;5;38;0;1549.443253
CH01;ES;31;101.76;287.136;126.1632;58.7328;37.8048;18.8736;14.5344;13.9008;12.5568;9.7152;2380.8;3;38;0;872.5526838
CH00;DE;24;23.79;120.7983;109.4523;68.1309;52.7223;35.6118;27.4683;22.5639;18.483;15.9393;2878.59;2;32;0;1143.418626
CH00;DE;74;7.6;36.5028;37.1032;22.8152;17.5028;11.4152;8.7932;7.5164;6.498;5.6012;1030.56;1;32;0;499.3961031
CH01;DE;49;13.6;65.3208;66.3952;40.8272;31.3208;20.4272;15.7352;13.4504;11.628;10.0232;1844.16;1;32;0;861.3690167
CH01;DK;80;111.63;371.0874;252.3936;173.5938;125.172;79.5318;66.6486;70.9674;45.9696;34.5138;5925.54;4;36;0;1382.061216
CH01;RO;07;60.06;150.0135;101.1556;54.1632;31.0492;23.3779;21.7035;13.6045;13.6318;13.7046;2463.37;5;36;0;1912.126311
FR01;SK;97;95.76;256.3218;140.427;80.9802;50.6142;36.4644;30.6306;18.1692;15.057;14.4018;2087.82;4;0;0;1223.947656
FR01;AT;94;63;305.838;121.437;62.19;47.664;38.358;34.848;25.542;20.412;16.902;1719.9;2;0;0;801.4386148
CH00;PT;44;27.84;125.6744;50.5702;21.9762;19.5228;13.9838;12.7368;13.2704;13.4038;11.397;2307.24;5;38;0;1578.676815
CH00;IT;21;15.75;64.197;32.3316;9.3555;6.7599;4.7439;4.8321;5.8779;7.0056;6.4701;967.05;2;38;0;261.5658756
CH00;FR;75;43.93;216.9378;94.0484;68.9892;65.4939;61.5784;51.0925;27.7714;10.2949;7.067;2202.23;1;39;0;490.5819444
CH01;FR;74;17.02;84.0492;36.4376;26.7288;25.3746;23.8576;19.795;10.7596;3.9886;2.738;853.22;1;39;0;31.67294202
CH01;RU;11;299.88;943.4949;446.9334;223.2321;127.6377;80.5239;50.1483;30.243;22.0218;18.3192;2857.02;10;66;0;2938.512926
CH00;DE;19;22.75;115.5175;104.6675;65.1525;50.4175;34.055;26.2675;21.5775;17.675;15.2425;2752.75;2;32;0;1081.475694
CH01;HU;92;85.92;195.3785;124.226;68.2527;35.263;26.9753;26.5099;16.5038;15.3403;17.5778;3615.8;4;36;0;1053.53605
CH01;CZ;69;108.3;253.27;154.945;92.929;50.54;34.447;33.326;19.931;19.665;20.216;3598.6;4;36;0;1058.907623
CH01;LT;51;129.28;344.5413;183.8604;106.6257;62.7311;44.7531;37.1882;23.9168;23.1593;22.7755;4289.47;7;36;0;1915.92291
FR01;IT;24;51.6;206.529;89.655;37.281;31.218;26.187;23.478;19.092;16.512;14.577;1929.84;2;0;0;326.3237166
CH00;NL;12;11.02;50.5934;26.6046;18.8036;8.5666;4.9242;4.0078;5.8348;6.3162;5.0402;977.88;2;38;0;808.9482028
CH00;CH;84;12.6;107.016;25.2;18.13;11.375;6.951;5.299;2.807;3.115;1.498;324.8;1;0;0;302.5279972
FR01;DE;08;22.04;95.5092;59.0064;38.2812;31.5704;24.1224;19.1824;13.4368;8.9832;7.448;1165.08;1;0;0;822.8565453
FR01;DE;24;37.41;162.1143;100.1556;64.9773;53.5866;40.9446;32.5596;22.8072;15.2478;12.642;1977.57;2;0;0;1157.406635
CH00;ES;45;45.05;127.1175;55.8535;26.0015;16.7365;8.3555;6.4345;6.154;5.559;4.301;1054;4;38;0;1328.279578
CH01;FR;26;44.39;219.2094;95.0332;69.7116;66.1797;62.2232;51.6275;28.0622;10.4027;7.141;2225.29;1;39;0;219.3911459
CH00;DE;71;18.1;86.9343;88.3642;54.3362;41.6843;27.1862;20.9417;17.9009;15.4755;13.3397;2454.36;1;32;0;449.5588547
CH01;SE;64;228.42;932.1156;382.3038;217.3392;142.2198;117.5796;103.8744;79.8012;57.4128;49.9932;8748;5;36;0;1940.675628
CH01;DE;79;11.4;54.7542;55.6548;34.2228;26.2542;17.1228;13.1898;11.2746;9.747;8.4018;1545.84;1;32;0;276.7193548
CH01;DE;89;11.5;55.2345;56.143;34.523;26.4845;17.273;13.3055;11.3735;9.8325;8.4755;1559.4;1;32;0;472.5518673
CH00;PL;56;14.56;62.6024;30.6488;13.5744;10.5784;8.5512;7.9576;8.7192;7.2184;5.5272;714.56;2;33;0;1196.387681
CH01;SK;97;130;308.96;198.26;108.18;57.76;35.22;29.8;18.94;21.34;21.68;3526;4;36;0;1237.336569
CH01;RO;11;123.42;308.2695;207.8692;111.3024;63.8044;48.0403;44.5995;27.9565;28.0126;28.1622;5062.09;5;36;0;1779.970583
CH01;SK;92;90.35;214.7272;137.7907;75.1851;40.1432;24.4779;20.711;13.1633;14.8313;15.0676;2450.57;4;36;0;1107.402016
CH00;CH;96;32.58;276.7128;65.16;46.879;29.4125;17.9733;13.7017;7.2581;8.0545;3.8734;839.84;1;0;0;319.6815311
CH01;ES;39;102.82;290.127;127.4774;59.3446;38.1986;19.0702;14.6858;14.0456;12.6876;9.8164;2405.6;4;38;0;1040.51057
CH00;GR;15;83.78;242.4508;124.3068;69.651;45.3832;35.7556;36.1958;37.9992;43.807;36.068;5762.36;5;33;0;2083.362326
CH00;GR;34;111.51;322.6986;165.4506;92.7045;60.4044;47.5902;48.1761;50.5764;58.3065;48.006;7669.62;5;33;0;2047.081485
CH01;SE;25;168.2;754.5075;262.0875;177.016;121.51;83.6505;69.6725;63.4375;43.7175;33.0165;6436.55;5;36;0;1435.711067
CH01;CH;46;21.78;184.9848;43.56;31.339;19.6625;12.0153;9.1597;4.8521;5.3845;2.5894;561.44;1;0;0;226.1229041
CH01;NL;31;19.76;90.7192;47.7048;33.7168;15.3608;8.8296;7.1864;10.4624;11.3256;9.0376;1753.44;2;38;0;780.6509159
CH01;AT;40;64.6;202.084;124.507;47.671;42.864;31.559;40.394;39.197;33.82;22.629;2316.1;2;36;0;781.7629123
CH01;CZ;74;64.98;165.186;99.6246;59.7132;33.0258;22.8912;21.9792;12.5742;12.5514;12.4944;2266.32;4;36;0;1174.041753
CHS1;BE;10;14.85;77.781;29.975;20.559;10.3015;6.0335;6.0115;6.7925;6.2535;5.8795;947.65;1;42;0;642.2768968
CH01;PL;25;38.22;118.3056;89.6259;57.1977;37.4262;21.4767;33.4425;26.607;21.0357;14.5089;1868.37;2;33;0;1439.040881
CH01;PL;03;41.6;178.864;87.568;38.784;30.224;24.432;22.736;24.912;20.624;15.792;2041.6;2;33;0;1547.102301
CH00;IT;06;13;52.988;26.6864;7.722;5.5796;3.9156;3.9884;4.8516;5.7824;5.3404;798.2;4;38;0;751.7308801
FR01;DE;22;36.25;157.0875;97.05;62.9625;51.925;39.675;31.55;22.1;14.775;12.25;1916.25;2;0;0;1061.021729
CH01;DK;77;33.66;87.4191;74.511;58.1043;34.884;25.7193;20.6295;21.2262;12.8112;10.3938;1747.77;4;36;0;1452.695348
CH01;DK;66;99.68;346.388;214.0806;161.4816;95.1944;55.625;59.7724;69.0284;42.2038;31.4348;5532.24;3;36;0;1274.746129
CH00;FR;55;45.31;223.7526;97.0028;71.1564;67.5513;63.5128;52.6975;28.6438;10.6183;7.289;2271.41;1;39;0;380.9034743
CH01;FR;47;14.95;73.827;32.006;23.478;22.2885;20.956;17.3875;9.451;3.5035;2.405;749.45;2;39;0;583.1328244
CH01;PL;37;22.36;69.2128;52.4342;33.4626;21.8956;12.5646;19.565;15.566;12.3066;8.4882;1093.06;2;33;0;1573.612082
CH01;PL;88;15.08;64.8382;31.7434;14.0592;10.9562;8.8566;8.2418;9.0306;7.4762;5.7246;740.08;2;33;0;1375.116292
FR01;FR;78;33.06;149.031;58.725;42.891;40.716;38.28;31.755;17.226;6.351;4.35;983.1;2;0;0;543.5472597
FR01;FR;02;41.04;185.004;72.9;53.244;50.544;47.52;39.42;21.384;7.884;5.4;1220.4;1;0;0;530.8833695
CH01;PT;29;77.76;351.0216;141.2478;61.3818;54.5292;39.0582;35.5752;37.0656;37.4382;31.833;6444.36;5;38;0;1812.322562
FR01;DE;41;17.94;74.8098;46.299;29.9805;24.84;18.9612;15.1386;10.5846;7.1277;5.8788;914.25;1;0;0;685.7492698
CH00;RO;30;56.76;141.771;95.5976;51.1872;29.3432;22.0934;20.511;12.857;12.8828;12.9516;2328.02;5;36;0;1432.181993
CH01;BG;15;77.76;172.7406;130.7988;67.9266;37.827;27.54;25.9524;18.549;19.9908;20.2824;3630.42;5;36;0;1724.833901
CH01;AT;68;61.79;335.2024;140.8478;64.6624;45.0232;32.899;31.6298;26.9204;25.8683;21.9104;2453.23;2;36;0;372.2796835
CH01;ES;11;98.05;276.6675;121.5635;56.5915;36.4265;18.1855;14.0045;13.394;12.099;9.361;2294;4;38;0;1773.32668
FR01;DE;14;24.07;104.3061;64.4412;41.8071;34.4782;26.3442;20.9492;14.6744;9.8106;8.134;1272.39;1;0;0;1032.243046
FR01;DE;37;20.28;84.5676;52.338;33.891;28.08;21.4344;17.1132;11.9652;8.0574;6.6456;1033.5;1;0;0;805.164868
FR01;DE;89;47.58;198.4086;122.793;79.5135;65.88;50.2884;40.1502;28.0722;18.9039;15.5916;2424.75;1;0;0;469.8015392
CH00;IT;47;46.25;188.515;94.942;27.4725;19.8505;13.9305;14.1895;17.2605;20.572;18.9995;2839.75;4;38;0;660.2700971
CH01;ES;01;37.63;106.1805;46.6541;21.7189;13.9799;6.9793;5.3747;5.1404;4.6434;3.5926;880.4;3;38;0;957.5944753
CH01;NL;67;15.01;68.9117;36.2373;25.6118;11.6683;6.7071;5.4589;7.9474;8.6031;6.8651;1331.94;2;38;0;782.2291704
CH00;DE;55;18.8;90.2964;91.7816;56.4376;43.2964;28.2376;21.7516;18.5932;16.074;13.8556;2549.28;1;32;0;511.4840222
CH01;SE;29;96.28;431.8905;150.0225;101.3264;69.554;47.8827;39.8815;36.3125;25.0245;18.8991;3684.37;5;36;0;1493.168779
CH01;NO;60;453.15;2169.0621;780.6264;586.233;347.7807;210.8658;179.0499;104.0178;63.918;56.3337;9867.54;5;36;0;2180.146654
CH01;NO;43;456;2182.704;785.536;589.92;349.968;212.192;180.176;104.672;64.32;56.688;9929.6;5;36;0;1686.014227
CH01;DE;29;25.87;131.3599;119.0219;74.0877;57.3319;38.7254;29.8699;24.5367;20.099;17.3329;3130.27;1;32;0;995.7595084
FR01;ES;18;114.57;351.918;142.443;75.24;56.088;38.475;30.951;21.888;14.364;10.773;2074.23;4;0;0;1548.233876
FR01;DE;78;50.96;212.5032;131.516;85.162;70.56;53.8608;43.0024;30.0664;20.2468;16.6992;2597;1;0;0;341.5352991
CH00;NL;37;13.68;62.8056;33.0264;23.3424;10.6344;6.1128;4.9752;7.2432;7.8408;6.2568;1213.92;2;38;0;800.6736733
CH01;BE;85;28.35;148.491;57.225;39.249;19.6665;11.5185;11.4765;12.9675;11.9385;11.2245;1809.15;1;42;0;662.4104622
CH01;CH;15;26.82;227.7912;53.64;38.591;24.2125;14.7957;11.2793;5.9749;6.6305;3.1886;691.36;1;0;0;112.0707171
FR01;RU;17;945.4;2994.1796;1403.2344;708.2676;413.9874;268.1839;171.4108;102.2499;73.8227;60.0166;8971.52;12;63;0;2793.057087
CH00;PL;14;23.66;101.7289;54.5909;31.5133;22.568;15.4882;14.6237;15.7612;14.0231;8.9817;1148.42;2;33;0;1570.121282
CH00;PL;32;18.98;58.7504;44.5081;28.4043;18.5858;10.6653;16.6075;13.213;10.4463;7.2051;927.83;2;33;0;1361.609218
CH01;RO;41;127.68;320.4008;212.496;115.0032;66.3176;49.1264;41.4504;25.004;24.8976;24.5024;4505.28;5;36;0;1487.07387
CH01;SK;90;112.45;267.2504;171.4949;93.5757;49.9624;30.4653;25.777;16.3831;18.4591;18.7532;3049.99;4;36;0;1070.82148
CH01;ES;07;58.3;164.505;72.281;33.649;21.659;10.813;8.327;7.964;7.194;5.566;1364;8;38;0;949.6341901
CH01;ES;48;39.22;110.667;48.6254;22.6366;14.5706;7.2742;5.6018;5.3576;4.8396;3.7444;917.6;3;38;0;939.128943
CH01;FR;91;31.28;154.4688;66.9664;49.1232;46.6344;43.8464;36.38;19.7744;7.3304;5.032;1568.08;1;39;0;471.5570826
CH01;SE;37;126.44;567.1815;197.0175;133.0672;91.342;62.8821;52.3745;47.6875;32.8635;24.8193;4838.51;5;36;0;1553.363944
CH01;PL;44;50.96;219.1084;107.2708;47.5104;37.0244;29.9292;27.8516;30.5172;25.2644;19.3452;2500.96;2;33;0;1238.116617
CH01;PL;59;17.42;74.8993;36.6691;16.2408;12.6563;10.2309;9.5207;10.4319;8.6363;6.6129;854.92;2;33;0;1096.712571
CH00;FR;31;34.73;171.5058;74.3524;54.5412;51.7779;48.6824;40.3925;21.9554;8.1389;5.587;1741.03;2;39;0;597.4959584
FR01;DE;33;40.56;169.1352;104.676;67.782;56.16;42.8688;34.2264;23.9304;16.1148;13.2912;2067;1;0;0;811.5832365
CH01;FR;46;45.08;222.6168;96.5104;70.7952;67.2084;63.1904;52.43;28.4984;10.5644;7.252;2259.88;2;39;0;472.015489
CH00;FI;02;384.1;1961.3825;621.1495;373.8765;236.21;164.0015;132.1005;76.4635;35.9835;23.943;5108.3;6;36;0;2389.967745
FR01;FR;49;71.44;322.044;126.9;92.684;87.984;82.72;68.62;37.224;13.724;9.4;2124.4;2;0;0;659.0200746
CH01;PL;11;26.26;112.9079;60.5899;34.9763;25.048;17.1902;16.2307;17.4932;15.5641;9.9687;1274.62;2;33;0;1662.871983
CH01;DK;52;84.18;279.8364;190.3296;130.9068;94.392;59.9748;50.2596;53.5164;34.6656;26.0268;4468.44;3;36;0;1288.317666
FR01;PL;34;36.4;125.1705;70.616;46.6284;34.307;24.1787;29.1473;20.8299;14.1414;9.6551;1114.75;3;0;0;1317.034417
FR01;DE;56;46.54;194.0718;120.109;77.7755;64.44;49.1892;39.2726;27.4586;18.4907;15.2508;2371.75;1;0;0;585.839253
FR01;PL;43;40;167.06;71.72;37.38;31.61;27.3;24.05;20.37;14.18;10.61;1231;3;0;0;1248.271647
CH01;FR;66;23;113.58;49.24;36.12;34.29;32.24;26.75;14.54;5.39;3.7;1153;2;39;0;584.4619301
CH01;DE;87;11.6;55.7148;56.6312;34.8232;26.7148;17.4232;13.4212;11.4724;9.918;8.5492;1572.96;1;32;0;453.6561846
CH00;BG;40;79.8;187.3438;133.266;69.4792;39.8335;28.1162;24.0065;16.2127;17.4097;17.3565;3153.43;5;36;0;1877.255
