Lane ID / -,Dep.shipping point,Ship to Country code,Ship to Country name,Ship to simplified postcode 2 digits,Minimum,<=50kg,<=100kg,<=200,<=400,<=800,<=1500,<=5000,<=10000,<=15000,FTL,Sample shipment (no minimum calculation),Custom Clearance,DG Surcharge per shipment,
CH01-EG-DK-57-,CH,DK,Denmark,57,107.97 GBP / shipm.,358.92 GBP / 100kg,244.12 GBP / 100kg,167.90 GBP / 100kg,121.07 GBP / 100kg,76.92 GBP / 100kg,64.46 GBP / 100kg,68.64 GBP / 100kg,44.46 GBP / 100kg,33.38 GBP / 100kg,"5,731.26 GBP / shipm.",32.00 EUR / shipm.,36.00 EUR / shipm.,,
CH01-EG-DE-33-,CH,DE,Germany,33,19.20 GBP / shipm.,92.22 GBP / 100kg,93.73 GBP / 100kg,57.64 GBP / 100kg,44.22 GBP / 100kg,28.84 GBP / 100kg,22.21 GBP / 100kg,18.99 GBP / 100kg,16.42 GBP / 100kg,14.15 GBP / 100kg,"2,603.52 GBP / shipm.",67.00 EUR / shipm.,32.00 EUR / shipm.,,
CH01-EG-DE-13-,CH,DE,Germany,13,12.74 GBP / shipm.,64.69 GBP / 100kg,58.61 GBP / 100kg,36.49 GBP / 100kg,28.23 GBP / 100kg,19.07 GBP / 100kg,14.71 GBP / 100kg,12.08 GBP / 100kg,9.90 GBP / 100kg,8.54 GBP / 100kg,"1,541.54 GBP / shipm.",67.00 EUR / shipm.,32.00 EUR / shipm.,,
CH01-EG-DE-46-,CH,DE,Germany,46,8.10 GBP / shipm.,38.90 GBP / 100kg,39.54 GBP / 100kg,24.32 GBP / 100kg,18.65 GBP / 100kg,12.17 GBP / 100kg,9.37 GBP / 100kg,8.01 GBP / 100kg,6.93 GBP / 100kg,5.97 GBP / 100kg,"1,098.36 GBP / shipm.",67.00 EUR / shipm.,32.00 EUR / shipm.,,
CH01-EG-DK-67-,CH,DK,Denmark,67,79.52 GBP / shipm.,276.33 GBP / 100kg,170.78 GBP / 100kg,128.82 GBP / 100kg,75.94 GBP / 100kg,44.38 GBP / 100kg,47.68 GBP / 100kg,55.07 GBP / 100kg,33.67 GBP / 100kg,25.08 GBP / 100kg,"4,413.36 GBP / shipm.",32.00 EUR / shipm.,36.00 EUR / shipm.,,
CH01-EG-DE-99-,CH,DE,Germany,99,13.20 GBP / shipm.,63.40 GBP / 100kg,64.44 GBP / 100kg,39.63 GBP / 100kg,30.40 GBP / 100kg,19.83 GBP / 100kg,15.27 GBP / 100kg,13.05 GBP / 100kg,11.29 GBP / 100kg,9.73 GBP / 100kg,"1,789.92 GBP / shipm.",67.00 EUR / shipm.,32.00 EUR / shipm.,,
CH01-EG-DE-27-,CH,DE,Germany,27,24.05 GBP / shipm.,122.12 GBP / 100kg,110.65 GBP / 100kg,68.88 GBP / 100kg,53.30 GBP / 100kg,36.00 GBP / 100kg,27.77 GBP / 100kg,22.81 GBP / 100kg,18.69 GBP / 100kg,16.11 GBP / 100kg,"2,910.05 GBP / shipm.",67.00 EUR / shipm.,32.00 EUR / shipm.,,
CH01-EG-DE-39-,CH,DE,Germany,39,18.90 GBP / shipm.,90.78 GBP / 100kg,92.27 GBP / 100kg,56.74 GBP / 100kg,43.53 GBP / 100kg,28.39 GBP / 100kg,21.87 GBP / 100kg,18.69 GBP / 100kg,16.16 GBP / 100kg,13.93 GBP / 100kg,"2,562.84 GBP / shipm.",67.00 EUR / shipm.,32.00 EUR / shipm.,,
CH01-EG-DE-01-,CH,DE,Germany,01,17.68 GBP / shipm.,89.77 GBP / 100kg,81.34 GBP / 100kg,50.63 GBP / 100kg,39.18 GBP / 100kg,26.47 GBP / 100kg,20.41 GBP / 100kg,16.77 GBP / 100kg,13.74 GBP / 100kg,11.85 GBP / 100kg,"2,139.28 GBP / shipm.",67.00 EUR / shipm.,32.00 EUR / shipm.,,
FR01-EG-DE-40-,FR01/FRB1,DE,Germany,40,37.18 GBP / shipm.,155.04 GBP / 100kg,95.95 GBP / 100kg,62.13 GBP / 100kg,51.48 GBP / 100kg,39.30 GBP / 100kg,31.37 GBP / 100kg,21.94 GBP / 100kg,14.77 GBP / 100kg,12.18 GBP / 100kg,"1,894.75 GBP / shipm.",64.00 EUR / shipm.,0.00 EUR / shipm.,,
FR01-EG-DE-47-,FR01/FRB1,DE,Germany,47,52.00 GBP / shipm.,216.84 GBP / 100kg,134.20 GBP / 100kg,86.90 GBP / 100kg,72.00 GBP / 100kg,54.96 GBP / 100kg,43.88 GBP / 100kg,30.68 GBP / 100kg,20.66 GBP / 100kg,17.04 GBP / 100kg,"2,650.00 GBP / shipm.",64.00 EUR / shipm.,0.00 EUR / shipm.,,
FR01-EG-DE-20-,FR01/FRB1,DE,Germany,20,39.73 GBP / shipm.,172.17 GBP / 100kg,106.37 GBP / 100kg,69.01 GBP / 100kg,56.91 GBP / 100kg,43.48 GBP / 100kg,34.58 GBP / 100kg,24.22 GBP / 100kg,16.19 GBP / 100kg,13.43 GBP / 100kg,"2,100.21 GBP / shipm.",64.00 EUR / shipm.,0.00 EUR / shipm.,,
FR01-EG-GR-32-,FR01/FRB1,GR,Greece,32,54.02 GBP / shipm.,167.34 GBP / 100kg,77.14 GBP / 100kg,45.67 GBP / 100kg,32.98 GBP / 100kg,27.55 GBP / 100kg,26.11 GBP / 100kg,23.32 GBP / 100kg,23.47 GBP / 100kg,19.10 GBP / 100kg,"2,898.58 GBP / shipm.",67.00 EUR / shipm.,0.00 EUR / shipm.,,
FR01-EG-DE-21-,FR01/FRB1,DE,Germany,21,48.43 GBP / shipm.,209.87 GBP / 100kg,129.66 GBP / 100kg,84.12 GBP / 100kg,69.37 GBP / 100kg,53.01 GBP / 100kg,42.15 GBP / 100kg,29.53 GBP / 100kg,19.74 GBP / 100kg,16.37 GBP / 100kg,"2,560.11 GBP / shipm.",64.00 EUR / shipm.,0.00 EUR / shipm.,,
FR01-EG-NL-50-,FR01/FRB1,NL,Netherlands,50,46.90 GBP / shipm.,195.67 GBP / 100kg,86.12 GBP / 100kg,61.32 GBP / 100kg,37.63 GBP / 100kg,28.43 GBP / 100kg,23.41 GBP / 100kg,20.77 GBP / 100kg,16.86 GBP / 100kg,13.11 GBP / 100kg,"2,198.94 GBP / shipm.",63.00 EUR / shipm.,0.00 EUR / shipm.,,
FR01-EG-AT-62-,FR01/FRB1,AT,Austria,62,100.80 GBP / shipm.,489.34 GBP / 100kg,194.30 GBP / 100kg,99.50 GBP / 100kg,76.26 GBP / 100kg,61.37 GBP / 100kg,55.76 GBP / 100kg,40.87 GBP / 100kg,32.66 GBP / 100kg,27.04 GBP / 100kg,"2,751.84 GBP / shipm.",57.00 EUR / shipm.,0.00 EUR / shipm.,,
CH01-EG-DE-86-,CH,DE,Germany,86,6.60 GBP / shipm.,31.70 GBP / 100kg,32.22 GBP / 100kg,19.81 GBP / 100kg,15.20 GBP / 100kg,9.91 GBP / 100kg,7.64 GBP / 100kg,6.53 GBP / 100kg,5.64 GBP / 100kg,4.86 GBP / 100kg,894.96 GBP / shipm.,67.00 EUR / shipm.,32.00 EUR / shipm.,,
CH00-EG-PL-61-,CH,PL,Poland,61,17.42 GBP / shipm.,53.92 GBP / 100kg,40.85 GBP / 100kg,26.07 GBP / 100kg,17.06 GBP / 100kg,9.79 GBP / 100kg,15.24 GBP / 100kg,12.13 GBP / 100kg,9.59 GBP / 100kg,6.61 GBP / 100kg,851.57 GBP / shipm.,49.00 EUR / shipm.,33.00 EUR / shipm.,,
CH00-EG-PL-47-,CH,PL,Poland,47,15.60 GBP / shipm.,67.07 GBP / 100kg,32.84 GBP / 100kg,14.54 GBP / 100kg,11.33 GBP / 100kg,9.16 GBP / 100kg,8.53 GBP / 100kg,9.34 GBP / 100kg,7.73 GBP / 100kg,5.92 GBP / 100kg,765.60 GBP / shipm.,49.00 EUR / shipm.,33.00 EUR / shipm.,,
CH01-EG-CZ-25-,CH,CZ,Czech Republic,25,78.52 GBP / shipm.,183.60 GBP / 100kg,114.29 GBP / 100kg,63.36 GBP / 100kg,35.08 GBP / 100kg,22.65 GBP / 100kg,22.23 GBP / 100kg,13.23 GBP / 100kg,14.00 GBP / 100kg,14.42 GBP / 100kg,"2,547.37 GBP / shipm.",57.00 EUR / shipm.,36.00 EUR / shipm.,,
CH01-EG-AT-21-,CH,AT,Austria,21,64.38 GBP / shipm.,349.25 GBP / 100kg,146.75 GBP / 100kg,67.37 GBP / 100kg,46.91 GBP / 100kg,34.28 GBP / 100kg,32.96 GBP / 100kg,28.05 GBP / 100kg,26.95 GBP / 100kg,22.83 GBP / 100kg,"2,556.06 GBP / shipm.",59.00 EUR / shipm.,36.00 EUR / shipm.,,
CH00-EG-DE-32-,CH,DE,Germany,32,10.00 GBP / shipm.,48.03 GBP / 100kg,48.82 GBP / 100kg,30.02 GBP / 100kg,23.03 GBP / 100kg,15.02 GBP / 100kg,11.57 GBP / 100kg,9.89 GBP / 100kg,8.55 GBP / 100kg,7.37 GBP / 100kg,"1,356.00 GBP / shipm.",67.00 EUR / shipm.,32.00 EUR / shipm.,,
CH00-EG-FR-29-,CH,FR,France,29,27.37 GBP / shipm.,135.16 GBP / 100kg,58.60 GBP / 100kg,42.98 GBP / 100kg,40.81 GBP / 100kg,38.37 GBP / 100kg,31.83 GBP / 100kg,17.30 GBP / 100kg,6.41 GBP / 100kg,4.40 GBP / 100kg,"1,372.07 GBP / shipm.",52.00 EUR / shipm.,39.00 EUR / shipm.,,
CH00-EG-BE-91-,CH,BE,Belgium,91,13.77 GBP / shipm.,72.12 GBP / 100kg,27.80 GBP / 100kg,19.06 GBP / 100kg,9.55 GBP / 100kg,5.59 GBP / 100kg,5.57 GBP / 100kg,6.30 GBP / 100kg,5.80 GBP / 100kg,5.45 GBP / 100kg,878.73 GBP / shipm.,57.00 EUR / shipm.,42.00 EUR / shipm.,,
CH00-EG-CH-83-,CH,CH,Switzerland,83,34.20 GBP / shipm.,290.47 GBP / 100kg,68.40 GBP / 100kg,49.21 GBP / 100kg,30.88 GBP / 100kg,18.87 GBP / 100kg,14.38 GBP / 100kg,7.62 GBP / 100kg,8.46 GBP / 100kg,4.07 GBP / 100kg,881.60 GBP / shipm.,49.00 EUR / shipm.,0.00 EUR / shipm.,,
CH01-EG-DE-44-,CH,DE,Germany,44,9.30 GBP / shipm.,44.67 GBP / 100kg,45.40 GBP / 100kg,27.92 GBP / 100kg,21.42 GBP / 100kg,13.97 GBP / 100kg,10.76 GBP / 100kg,9.20 GBP / 100kg,7.95 GBP / 100kg,6.85 GBP / 100kg,"1,261.08 GBP / shipm.",67.00 EUR / shipm.,32.00 EUR / shipm.,,
CH00-EG-DE-12-,CH,DE,Germany,12,10.40 GBP / shipm.,52.81 GBP / 100kg,47.85 GBP / 100kg,29.78 GBP / 100kg,23.05 GBP / 100kg,15.57 GBP / 100kg,12.01 GBP / 100kg,9.86 GBP / 100kg,8.08 GBP / 100kg,6.97 GBP / 100kg,"1,258.40 GBP / shipm.",67.00 EUR / shipm.,32.00 EUR / shipm.,,
FR01-EG-PL-41-,FR01/FRB1,PL,Poland,41,53.60 GBP / shipm.,223.86 GBP / 100kg,96.10 GBP / 100kg,50.09 GBP / 100kg,42.36 GBP / 100kg,36.58 GBP / 100kg,32.23 GBP / 100kg,27.30 GBP / 100kg,19.00 GBP / 100kg,14.22 GBP / 100kg,"1,649.54 GBP / shipm.",45.00 EUR / shipm.,0.00 EUR / shipm.,,
CH00-EG-ES-50-,CH,ES,Spain,50,77.91 GBP / shipm.,219.84 GBP / 100kg,96.59 GBP / 100kg,44.97 GBP / 100kg,28.94 GBP / 100kg,14.45 GBP / 100kg,11.13 GBP / 100kg,10.64 GBP / 100kg,9.61 GBP / 100kg,7.44 GBP / 100kg,"1,822.80 GBP / shipm.",53.00 EUR / shipm.,38.00 EUR / shipm.,,
CH00-EG-NL-50-,CH,NL,Netherlands,50,14.63 GBP / shipm.,67.17 GBP / 100kg,35.32 GBP / 100kg,24.96 GBP / 100kg,11.37 GBP / 100kg,6.54 GBP / 100kg,5.32 GBP / 100kg,7.75 GBP / 100kg,8.39 GBP / 100kg,6.69 GBP / 100kg,"1,298.22 GBP / shipm.",66.00 EUR / shipm.,38.00 EUR / shipm.,,
CH01-EG-IT-12-,CH,IT,Italy,12,30.25 GBP / shipm.,123.30 GBP / 100kg,62.10 GBP / 100kg,17.97 GBP / 100kg,12.98 GBP / 100kg,9.11 GBP / 100kg,9.28 GBP / 100kg,11.29 GBP / 100kg,13.46 GBP / 100kg,12.43 GBP / 100kg,"1,857.35 GBP / shipm.",51.00 EUR / shipm.,38.00 EUR / shipm.,,
CH01-EG-HU-76-,CH,HU,Hungary,76,27.36 GBP / shipm.,62.22 GBP / 100kg,39.56 GBP / 100kg,21.73 GBP / 100kg,11.23 GBP / 100kg,8.59 GBP / 100kg,8.44 GBP / 100kg,5.26 GBP / 100kg,4.33 GBP / 100kg,5.60 GBP / 100kg,"1,151.40 GBP / shipm.",41.00 EUR / shipm.,36.00 EUR / shipm.,,
FR01-EG-HU-92-,FR01/FRB1,HU,Hungary,92,69.60 GBP / shipm.,187.18 GBP / 100kg,97.37 GBP / 100kg,57.39 GBP / 100kg,36.74 GBP / 100kg,30.86 GBP / 100kg,28.10 GBP / 100kg,16.45 GBP / 100kg,11.65 GBP / 100kg,12.12 GBP / 100kg,"2,199.36 GBP / shipm.",38.00 EUR / shipm.,0.00 EUR / shipm.,,
FR01-EG-IT-26-,FR01/FRB1,IT,Italy,26,54.00 GBP / shipm.,216.14 GBP / 100kg,93.83 GBP / 100kg,39.02 GBP / 100kg,32.67 GBP / 100kg,27.41 GBP / 100kg,24.57 GBP / 100kg,19.98 GBP / 100kg,17.28 GBP / 100kg,15.26 GBP / 100kg,"2,019.60 GBP / shipm.",49.00 EUR / shipm.,0.00 EUR / shipm.,,
FR01-EG-ES-30-,FR01/FRB1,ES,Spain,30,42.88 GBP / shipm.,131.71 GBP / 100kg,53.31 GBP / 100kg,28.16 GBP / 100kg,20.99 GBP / 100kg,14.40 GBP / 100kg,11.58 GBP / 100kg,8.19 GBP / 100kg,5.38 GBP / 100kg,4.03 GBP / 100kg,776.32 GBP / shipm.,51.00 EUR / shipm.,0.00 EUR / shipm.,,
FR01-EG-FR-06-,FR01/FRB1,FR,France,06,22.42 GBP / shipm.,101.07 GBP / 100kg,39.83 GBP / 100kg,29.09 GBP / 100kg,27.61 GBP / 100kg,25.96 GBP / 100kg,21.54 GBP / 100kg,11.68 GBP / 100kg,4.31 GBP / 100kg,2.95 GBP / 100kg,666.70 GBP / shipm.,50.00 EUR / shipm.,0.00 EUR / shipm.,,
FR01-EG-FR-45-,FR01/FRB1,FR,France,45,75.24 GBP / shipm.,339.17 GBP / 100kg,133.65 GBP / 100kg,97.61 GBP / 100kg,92.66 GBP / 100kg,87.12 GBP / 100kg,72.27 GBP / 100kg,39.20 GBP / 100kg,14.45 GBP / 100kg,9.90 GBP / 100kg,"2,237.40 GBP / shipm.",50.00 EUR / shipm.,0.00 EUR / shipm.,,
FR01-EG-ES-08-,FR01/FRB1,ES,Spain,08,64.99 GBP / shipm.,199.63 GBP / 100kg,80.80 GBP / 100kg,42.68 GBP / 100kg,31.82 GBP / 100kg,21.83 GBP / 100kg,17.56 GBP / 100kg,12.42 GBP / 100kg,8.15 GBP / 100kg,6.11 GBP / 100kg,"1,176.61 GBP / shipm.",51.00 EUR / shipm.,0.00 EUR / shipm.,,
FR01-EG-CH-69-,FR01/FRB1,CH,Switzerland,69,59.50 GBP / shipm.,365.75 GBP / 100kg,95.90 GBP / 100kg,69.13 GBP / 100kg,51.63 GBP / 100kg,39.55 GBP / 100kg,31.68 GBP / 100kg,16.98 GBP / 100kg,11.20 GBP / 100kg,6.13 GBP / 100kg,820.75 GBP / shipm.,47.00 EUR / shipm.,36.00 EUR / shipm.,,
FR01-IG-CH-12-,FR01/FRB1,CH,Switzerland,12,26.18 GBP / shipm.,160.93 GBP / 100kg,42.20 GBP / 100kg,30.42 GBP / 100kg,22.72 GBP / 100kg,17.40 GBP / 100kg,13.94 GBP / 100kg,17.40 GBP / 100kg,4.93 GBP / 100kg,2.70 GBP / 100kg,361.13 GBP / shipm.,47.00 EUR / shipm.,36.00 EUR / shipm.,,
FR01-EG-FR-54-,FR01/FRB1,FR,France,54,55.48 GBP / shipm.,250.10 GBP / 100kg,98.55 GBP / 100kg,71.98 GBP / 100kg,68.33 GBP / 100kg,64.24 GBP / 100kg,53.29 GBP / 100kg,28.91 GBP / 100kg,10.66 GBP / 100kg,7.30 GBP / 100kg,"1,649.80 GBP / shipm.",50.00 EUR / shipm.,0.00 EUR / shipm.,,
CH01-IG-BE-14-,CH,BE,Belgium,14,49.95 GBP / shipm.,261.63 GBP / 100kg,100.83 GBP / 100kg,69.15 GBP / 100kg,34.65 GBP / 100kg,20.29 GBP / 100kg,20.22 GBP / 100kg,22.85 GBP / 100kg,21.03 GBP / 100kg,19.78 GBP / 100kg,"3,187.55 GBP / shipm.",57.00 EUR / shipm.,42.00 EUR / shipm.,,
CH00-EG-BE-89-,CH,BE,Belgium,89,18.09 GBP / shipm.,94.75 GBP / 100kg,36.52 GBP / 100kg,25.04 GBP / 100kg,12.55 GBP / 100kg,7.35 GBP / 100kg,7.32 GBP / 100kg,8.27 GBP / 100kg,7.62 GBP / 100kg,7.16 GBP / 100kg,"1,154.41 GBP / shipm.",57.00 EUR / shipm.,42.00 EUR / shipm.,,
CH00-EG-IT-36-,CH,IT,Italy,36,12.50 GBP / shipm.,50.95 GBP / 100kg,25.66 GBP / 100kg,7.43 GBP / 100kg,5.37 GBP / 100kg,3.77 GBP / 100kg,3.84 GBP / 100kg,4.67 GBP / 100kg,5.56 GBP / 100kg,5.14 GBP / 100kg,767.50 GBP / shipm.,51.00 EUR / shipm.,38.00 EUR / shipm.,,
CH01-EG-DE-28-,CH,DE,Germany,28,9.23 GBP / shipm.,46.87 GBP / 100kg,42.47 GBP / 100kg,26.43 GBP / 100kg,20.46 GBP / 100kg,13.82 GBP / 100kg,10.66 GBP / 100kg,8.75 GBP / 100kg,7.17 GBP / 100kg,6.18 GBP / 100kg,"1,116.83 GBP / shipm.",67.00 EUR / shipm.,32.00 EUR / shipm.,,
CH00-EG-IT-31-,CH,IT,Italy,31,46.25 GBP / shipm.,188.52 GBP / 100kg,94.94 GBP / 100kg,27.47 GBP / 100kg,19.85 GBP / 100kg,13.93 GBP / 100kg,14.19 GBP / 100kg,17.26 GBP / 100kg,20.57 GBP / 100kg,19.00 GBP / 100kg,"2,839.75 GBP / shipm.",51.00 EUR / shipm.,38.00 EUR / shipm.,,
CH00-EG-IT-28-,CH,IT,Italy,28,36.75 GBP / shipm.,149.79 GBP / 100kg,75.44 GBP / 100kg,21.83 GBP / 100kg,15.77 GBP / 100kg,11.07 GBP / 100kg,11.27 GBP / 100kg,13.72 GBP / 100kg,16.35 GBP / 100kg,15.10 GBP / 100kg,"2,256.45 GBP / shipm.",51.00 EUR / shipm.,38.00 EUR / shipm.,,
CH00-EG-ES-09-,CH,ES,Spain,09,57.77 GBP / shipm.,163.01 GBP / 100kg,71.62 GBP / 100kg,33.34 GBP / 100kg,21.46 GBP / 100kg,10.71 GBP / 100kg,8.25 GBP / 100kg,7.89 GBP / 100kg,7.13 GBP / 100kg,5.52 GBP / 100kg,"1,351.60 GBP / shipm.",53.00 EUR / shipm.,38.00 EUR / shipm.,,
CH00-EG-FR-76-,CH,FR,France,76,45.08 GBP / shipm.,222.62 GBP / 100kg,96.51 GBP / 100kg,70.80 GBP / 100kg,67.21 GBP / 100kg,63.19 GBP / 100kg,52.43 GBP / 100kg,28.50 GBP / 100kg,10.56 GBP / 100kg,7.25 GBP / 100kg,"2,259.88 GBP / shipm.",52.00 EUR / shipm.,39.00 EUR / shipm.,,
CH00-EG-NL-30-,CH,NL,Netherlands,30,34.96 GBP / shipm.,160.50 GBP / 100kg,84.40 GBP / 100kg,59.65 GBP / 100kg,27.18 GBP / 100kg,15.62 GBP / 100kg,12.71 GBP / 100kg,18.51 GBP / 100kg,20.04 GBP / 100kg,15.99 GBP / 100kg,"3,102.24 GBP / shipm.",66.00 EUR / shipm.,38.00 EUR / shipm.,,
CH00-EG-FR-61-,CH,FR,France,61,21.39 GBP / shipm.,105.63 GBP / 100kg,45.79 GBP / 100kg,33.59 GBP / 100kg,31.89 GBP / 100kg,29.98 GBP / 100kg,24.88 GBP / 100kg,13.52 GBP / 100kg,5.01 GBP / 100kg,3.44 GBP / 100kg,"1,072.29 GBP / shipm.",52.00 EUR / shipm.,39.00 EUR / shipm.,,
CH00-EG-ES-41-,CH,ES,Spain,41,99.64 GBP / shipm.,281.15 GBP / 100kg,123.53 GBP / 100kg,57.51 GBP / 100kg,37.02 GBP / 100kg,18.48 GBP / 100kg,14.23 GBP / 100kg,13.61 GBP / 100kg,12.30 GBP / 100kg,9.51 GBP / 100kg,"2,331.20 GBP / shipm.",53.00 EUR / shipm.,38.00 EUR / shipm.,,
CH00-EG-BE-77-,CH,BE,Belgium,77,52.65 GBP / shipm.,275.77 GBP / 100kg,106.28 GBP / 100kg,72.89 GBP / 100kg,36.52 GBP / 100kg,21.39 GBP / 100kg,21.31 GBP / 100kg,24.08 GBP / 100kg,22.17 GBP / 100kg,20.85 GBP / 100kg,"3,359.85 GBP / shipm.",57.00 EUR / shipm.,42.00 EUR / shipm.,,
CH00-EG-FR-21-,CH,FR,France,21,20.93 GBP / shipm.,103.36 GBP / 100kg,44.81 GBP / 100kg,32.87 GBP / 100kg,31.20 GBP / 100kg,29.34 GBP / 100kg,24.34 GBP / 100kg,13.23 GBP / 100kg,4.90 GBP / 100kg,3.37 GBP / 100kg,"1,049.23 GBP / shipm.",52.00 EUR / shipm.,39.00 EUR / shipm.,,
CH00-EG-SM-47-,CH,SM,San Marino,47,58.41 GBP / shipm.,160.85 GBP / 100kg,90.75 GBP / 100kg,46.07 GBP / 100kg,25.79 GBP / 100kg,19.23 GBP / 100kg,20.19 GBP / 100kg,14.60 GBP / 100kg,14.52 GBP / 100kg,12.13 GBP / 100kg,"2,541.33 GBP / shipm.",63.00 EUR / shipm.,36.00 EUR / shipm.,,
CH00-EG-IT-15-,CH,IT,Italy,15,22.75 GBP / shipm.,92.73 GBP / 100kg,46.70 GBP / 100kg,13.51 GBP / 100kg,9.76 GBP / 100kg,6.85 GBP / 100kg,6.98 GBP / 100kg,8.49 GBP / 100kg,10.12 GBP / 100kg,9.35 GBP / 100kg,"1,396.85 GBP / shipm.",51.00 EUR / shipm.,38.00 EUR / shipm.,,
CH01-EG-ES-34-,CH,ES,Spain,34,43.46 GBP / shipm.,122.63 GBP / 100kg,53.88 GBP / 100kg,25.08 GBP / 100kg,16.15 GBP / 100kg,8.06 GBP / 100kg,6.21 GBP / 100kg,5.94 GBP / 100kg,5.36 GBP / 100kg,4.15 GBP / 100kg,"1,016.80 GBP / shipm.",53.00 EUR / shipm.,38.00 EUR / shipm.,,
CH01-EG-IT-33-,CH,IT,Italy,33,44.50 GBP / shipm.,181.38 GBP / 100kg,91.35 GBP / 100kg,26.43 GBP / 100kg,19.10 GBP / 100kg,13.40 GBP / 100kg,13.65 GBP / 100kg,16.61 GBP / 100kg,19.79 GBP / 100kg,18.28 GBP / 100kg,"2,732.30 GBP / shipm.",51.00 EUR / shipm.,38.00 EUR / shipm.,,
CH00-EG-DE-76-,CH,DE,Germany,76,6.30 GBP / shipm.,30.26 GBP / 100kg,30.76 GBP / 100kg,18.91 GBP / 100kg,14.51 GBP / 100kg,9.46 GBP / 100kg,7.29 GBP / 100kg,6.23 GBP / 100kg,5.39 GBP / 100kg,4.64 GBP / 100kg,854.28 GBP / shipm.,67.00 EUR / shipm.,32.00 EUR / shipm.,,
CH00-EG-DE-68-,CH,DE,Germany,68,9.10 GBP / shipm.,43.71 GBP / 100kg,44.43 GBP / 100kg,27.32 GBP / 100kg,20.96 GBP / 100kg,13.67 GBP / 100kg,10.53 GBP / 100kg,9.00 GBP / 100kg,7.78 GBP / 100kg,6.71 GBP / 100kg,"1,233.96 GBP / shipm.",67.00 EUR / shipm.,32.00 EUR / shipm.,,
CH00-EG-DE-77-,CH,DE,Germany,77,18.60 GBP / shipm.,89.34 GBP / 100kg,90.81 GBP / 100kg,55.84 GBP / 100kg,42.84 GBP / 100kg,27.94 GBP / 100kg,21.52 GBP / 100kg,18.40 GBP / 100kg,15.90 GBP / 100kg,13.71 GBP / 100kg,"2,522.16 GBP / shipm.",67.00 EUR / shipm.,32.00 EUR / shipm.,,
CH00-EG-DE-97-,CH,DE,Germany,97,7.00 GBP / shipm.,33.62 GBP / 100kg,34.17 GBP / 100kg,21.01 GBP / 100kg,16.12 GBP / 100kg,10.51 GBP / 100kg,8.10 GBP / 100kg,6.92 GBP / 100kg,5.99 GBP / 100kg,5.16 GBP / 100kg,949.20 GBP / shipm.,67.00 EUR / shipm.,32.00 EUR / shipm.,,
CH01-EG-DE-84-,CH,DE,Germany,84,15.20 GBP / shipm.,73.01 GBP / 100kg,74.21 GBP / 100kg,45.63 GBP / 100kg,35.01 GBP / 100kg,22.83 GBP / 100kg,17.59 GBP / 100kg,15.03 GBP / 100kg,13.00 GBP / 100kg,11.20 GBP / 100kg,"2,061.12 GBP / shipm.",67.00 EUR / shipm.,32.00 EUR / shipm.,,
CH01-EG-DE-16-,CH,DE,Germany,16,16.12 GBP / shipm.,81.85 GBP / 100kg,74.16 GBP / 100kg,46.17 GBP / 100kg,35.72 GBP / 100kg,24.13 GBP / 100kg,18.61 GBP / 100kg,15.29 GBP / 100kg,12.52 GBP / 100kg,10.80 GBP / 100kg,"1,950.52 GBP / shipm.",67.00 EUR / shipm.,32.00 EUR / shipm.,,
CH01-EG-DK-26-,CH,DK,Denmark,26,102.93 GBP / shipm.,563.48 GBP / 100kg,226.88 GBP / 100kg,99.19 GBP / 100kg,102.30 GBP / 100kg,65.27 GBP / 100kg,64.56 GBP / 100kg,64.37 GBP / 100kg,41.12 GBP / 100kg,30.60 GBP / 100kg,"5,472.21 GBP / shipm.",32.00 EUR / shipm.,36.00 EUR / shipm.,,
FR01-EG-DE-04-,FR01/FRB1,DE,Germany,04,58.00 GBP / shipm.,251.34 GBP / 100kg,155.28 GBP / 100kg,100.74 GBP / 100kg,83.08 GBP / 100kg,63.48 GBP / 100kg,50.48 GBP / 100kg,35.36 GBP / 100kg,23.64 GBP / 100kg,19.60 GBP / 100kg,"3,066.00 GBP / shipm.",64.00 EUR / shipm.,0.00 EUR / shipm.,,
FR01-EG-DE-82-,FR01/FRB1,DE,Germany,82,28.86 GBP / shipm.,120.35 GBP / 100kg,74.48 GBP / 100kg,48.23 GBP / 100kg,39.96 GBP / 100kg,30.50 GBP / 100kg,24.35 GBP / 100kg,17.03 GBP / 100kg,11.47 GBP / 100kg,9.46 GBP / 100kg,"1,470.75 GBP / shipm.",64.00 EUR / shipm.,0.00 EUR / shipm.,,
FR01-EG-PL-32-,FR01/FRB1,PL,Poland,32,44.40 GBP / shipm.,152.68 GBP / 100kg,86.14 GBP / 100kg,56.88 GBP / 100kg,41.85 GBP / 100kg,29.49 GBP / 100kg,35.55 GBP / 100kg,25.41 GBP / 100kg,17.25 GBP / 100kg,11.78 GBP / 100kg,"1,359.75 GBP / shipm.",45.00 EUR / shipm.,0.00 EUR / shipm.,,
FR01-EG-PL-61-,FR01/FRB1,PL,Poland,61,20.40 GBP / shipm.,70.15 GBP / 100kg,39.58 GBP / 100kg,26.13 GBP / 100kg,19.23 GBP / 100kg,13.55 GBP / 100kg,16.34 GBP / 100kg,11.67 GBP / 100kg,7.93 GBP / 100kg,5.41 GBP / 100kg,624.75 GBP / shipm.,45.00 EUR / shipm.,0.00 EUR / shipm.,,
